cbsa_code,metro_name,city_state,year,quarter,fhfa_index,zillow_price_q,fhfa_qoq,fhfa_yoy,zillow_qoq,zillow_yoy,firms_founded,firms_founded_yoy,hhi_new,top_industry_share_new,industry_count_new,firm_count_total,hhi_stock,top_industry_share_stock,industry_count_stock,share_large_proxy,median_size_mid,firms_founded_yoy_lag1q,hhi_new_lag1q,firms_founded_yoy_lag2q,hhi_new_lag2q,firms_founded_yoy_lag4q,hhi_new_lag4q,firms_founded_yoy_lag8q,hhi_new_lag8q,fhfa_yoy_fwd4q,zillow_yoy_fwd4q,yq,date
17410,"Cleveland, OH","Cleveland, OH",2012,3,124.54,111427.42453250638,0.0125203252032521,-0.0071747448979591,0.0059867038287895,-0.012822011479437,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,0.1428571428571428,0.0703125,,,,,0.0051389111931909,0.0346515012957799,2012Q3,2012-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2012,4,124.22,112023.44279781132,-0.0025694555965954,-0.0194964085563185,0.005348936922894,0.0054411746737157,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0050716470777651,0.0353609915882555,2012Q4,2012-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2013,1,123.45,112637.68000885344,-0.006198679761713,-0.0033906514894648,0.0054831131386556,0.019376387344635,13.0,0.4444444444444444,0.1242603550295858,0.2307692307692307,10.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,0.1428571428571428,0.0703125,-0.5833333333333333,0.2,0.0078574321587687,0.0272239737743162,2013Q1,2013-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2013,2,123.96,113934.49833292274,0.0041312272174969,0.0078048780487804,0.0115131839005151,0.0286210141820777,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,0.4444444444444444,0.1242603550295858,,,,,,,0.0239593417231365,0.0182196238294884,2013Q2,2013-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2013,3,125.18,115288.55207807996,0.0098418844788643,0.0051389111931909,0.0118844929759605,0.0346515012957799,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,0.4444444444444444,0.1242603550295858,,,,,0.0341907652979709,0.0167129703996098,2013Q3,2013-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2013,4,124.85,115984.70281627214,-0.0026362038664324,0.0050716470777651,0.006038333604196,0.0353609915882555,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0359631557869444,0.0105038828171488,2013Q4,2013-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2014,1,124.42,115704.12525541428,-0.0034441329595513,0.0078574321587687,-0.0024190910874023,0.0272239737743162,14.0,0.5555555555555556,0.0714285714285714,0.0714285714285714,14.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,0.4444444444444444,0.1242603550295858,0.1428571428571428,0.0703125,0.0458125703263141,0.0200296320485791,2014Q1,2014-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2014,2,126.93,116010.34203375009,0.0201736055296577,0.0239593417231365,0.0026465502216088,0.0182196238294884,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,0.5555555555555556,0.0714285714285714,,,,,,,0.042779484755377,0.0283274850502421,2014Q2,2014-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2014,3,129.46,117215.36623637476,0.0199322461199085,0.0341907652979709,0.0103872136009575,0.0167129703996098,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,0.5555555555555556,0.0714285714285714,,,,,0.0313610381585045,0.0355516862311149,2014Q3,2014-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2014,4,129.34,117202.9925432361,-0.000926927236212,0.0359631557869444,-0.0001055637459146,0.0105038828171488,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0264419359826812,0.0503504110776391,2014Q4,2014-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2015,1,130.12,118021.63631078294,0.0060306169785062,0.0458125703263141,0.0069848367331135,0.0200296320485791,18.0,2.6,0.0802469135802469,0.1111111111111111,14.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,0.5555555555555556,0.0714285714285714,0.4444444444444444,0.1242603550295858,0.0245926836766061,0.0584245748969307,2015Q1,2015-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2015,2,132.36,119296.6232633846,0.0172148785736243,0.042779484755377,0.0108029933532212,0.0283274850502421,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,2.6,0.0802469135802469,,,,,,,0.024554245995769,0.0598653785207876,2015Q2,2015-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2015,3,133.52,121382.5701582756,0.008763977032336,0.0313610381585045,0.0174853808752457,0.0355516862311149,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,2.6,0.0802469135802469,,,,,0.032579388855602,0.0494255253329158,2015Q3,2015-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2015,4,132.76,123104.21139731751,-0.0056920311563811,0.0264419359826812,0.0141835951965509,0.0503504110776391,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0433865622175355,0.0465024428136349,2015Q4,2015-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2016,1,133.32,124917.0002408806,0.0042181379933714,0.0245926836766061,0.0147256444193637,0.0584245748969307,14.0,-0.125,0.0816326530612245,0.1428571428571428,13.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,2.6,0.0802469135802469,0.5555555555555556,0.0714285714285714,0.0416291629162917,0.0474221969047821,2016Q1,2016-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2016,2,135.61,126438.36077129892,0.0171767176717674,0.024554245995769,0.0121789710566586,0.0598653785207876,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,-0.125,0.0816326530612245,,,,,,,0.0522822800678415,0.0491357853789138,2016Q2,2016-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2016,3,137.87,127381.96745460787,0.0166654376520904,0.032579388855602,0.0074629778300887,0.0494255253329158,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,-0.125,0.0816326530612245,,,,,0.04700079785305,0.0552734936383545,2016Q3,2016-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2016,4,138.52,128828.85794793892,0.0047145862043955,0.0433865622175355,0.0113586759746557,0.0465024428136349,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0373231302339012,0.0572456531500411,2016Q4,2016-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2017,1,138.87,130840.83882305837,0.0025267109442679,0.0416291629162917,0.0156174703957441,0.0474221969047821,12.0,-0.0769230769230768,0.0972222222222222,0.1666666666666666,11.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,-0.125,0.0816326530612245,2.6,0.0802469135802469,0.0492546986390149,0.0581945470674587,2017Q1,2017-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2017,2,142.7,132651.00892981913,0.0275797508461148,0.0522822800678415,0.0138349014194929,0.0491357853789138,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,-0.0769230769230768,0.0972222222222222,,,,,,,0.0425367904695166,0.0621758085777954,2017Q2,2017-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2017,3,144.35,134422.81382235125,0.01156271899089,0.04700079785305,0.013356889682381,0.0552734936383545,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,-0.0769230769230768,0.0972222222222222,,,,,0.0479390370626948,0.061654387024697,2017Q3,2017-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2017,4,143.69,136203.75006574256,-0.004572220297887,0.0373231302339012,0.013248764794828,0.0572456531500411,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0495511169879603,0.0608396693742914,2017Q4,2017-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2018,1,145.71,138455.06217629262,0.0140580416173707,0.0492546986390149,0.0165290023913688,0.0581945470674587,12.0,-0.1428571428571429,0.0972222222222222,0.1666666666666666,11.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,-0.0769230769230768,0.0972222222222222,-0.125,0.0816326530612245,0.0461876329695971,0.0625852477349291,2018Q1,2018-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2018,2,148.77,140898.69266869102,0.0210006176652255,0.0425367904695166,0.0176492679573316,0.0621758085777954,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,-0.1428571428571429,0.0972222222222222,,,,,,,0.0472541507024266,0.0587030019590386,2018Q2,2018-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2018,3,151.27,142710.5700107033,0.0168044632654433,0.0479390370626948,0.0128594333112281,0.061654387024697,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,-0.1428571428571429,0.0972222222222222,,,,,0.0424406690024459,0.050193048391284,2018Q3,2018-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2018,4,150.81,144490.34118728095,-0.003040920208898,0.0495511169879603,0.0124711938046648,0.0608396693742914,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0559644585902792,0.0459763592257529,2018Q4,2018-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2019,1,152.44,147120.3065427509,0.0108083018367481,0.0461876329695971,0.018201668941048,0.0625852477349291,12.0,-0.3333333333333333,0.0972222222222222,0.1666666666666666,11.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,-0.1428571428571429,0.0972222222222222,-0.0769230769230768,0.0972222222222222,0.0615324061926003,0.0440356473576639,2019Q1,2019-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2019,2,155.8,149169.86890044718,0.0220414589346629,0.0472541507024266,0.0139311996138391,0.0587030019590386,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,-0.3333333333333333,0.0972222222222222,,,,,,,0.048780487804878,0.0396902624336958,2019Q2,2019-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2019,3,157.69,149873.64855719823,0.0121309370988444,0.0424406690024459,0.0047179746281116,0.050193048391284,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,-0.3333333333333333,0.0972222222222222,,,,,0.0609423552539794,0.0473641011217975,2019Q3,2019-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2019,4,159.25,151133.481018359,0.0098928276999175,0.0559644585902792,0.008405963778749,0.0459763592257529,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0758555729984302,0.0853063086443479,2019Q4,2019-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2020,1,161.82,153598.84448081892,0.016138147566719,0.0615324061926003,0.0163124904279843,0.0440356473576639,6.0,-0.5714285714285714,0.1666666666666666,0.1666666666666666,6.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,-0.3333333333333333,0.0972222222222222,-0.1428571428571429,0.0972222222222222,0.0764429613150414,0.116900364068925,2020Q1,2020-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2020,2,163.4,155090.46014430595,0.0097639352366827,0.048780487804878,0.0097111125316655,0.0396902624336958,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,-0.5714285714285714,0.1666666666666666,,,,,,,0.1201346389228885,0.1533259942701472,2020Q2,2020-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2020,3,167.3,156972.27920295412,0.0238678090575275,0.0609423552539794,0.0121336867328731,0.0473641011217975,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,-0.5714285714285714,0.1666666666666666,,,,,0.1489539748953974,0.1689642625906726,2020Q3,2020-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2020,4,171.33,164026.1203966058,0.0240884638374179,0.0758555729984302,0.0449368591032024,0.0853063086443479,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.1449249985408276,0.1158897201858399,2020Q4,2020-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2021,1,174.19,171554.60532119285,0.0166929317691004,0.0764429613150414,0.045898085660891,0.116900364068925,6.0,-0.5,0.1666666666666666,0.1666666666666666,6.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,-0.5714285714285714,0.1666666666666666,-0.3333333333333333,0.0972222222222222,0.1531086744359608,0.0955738364344844,2021Q1,2021-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2021,2,183.03,178869.85914774632,0.0507491819277801,0.1201346389228885,0.0426409644489431,0.1533259942701472,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,-0.5,0.1666666666666666,,,,,,,0.1719390263891165,0.1018385958069778,2021Q2,2021-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2021,3,192.22,183494.98460565845,0.0502103480303774,0.1489539748953974,0.0258574892379814,0.1689642625906726,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,-0.5,0.1666666666666666,,,,,0.1274581209031318,0.0980332609645138,2021Q3,2021-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2021,4,196.16,183035.06159253736,0.0204973467901363,0.1449249985408276,-0.0025064609482896,0.1158897201858399,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0878874388254487,0.0979864971972996,2021Q4,2021-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2022,1,200.86,187950.73710974303,0.0239600326264275,0.1531086744359608,0.0268564693257988,0.0955738364344844,4.0,-0.6666666666666667,0.25,0.25,4.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,-0.5,0.1666666666666666,-0.5714285714285714,0.1666666666666666,0.0830429154635068,0.0668498939184609,2022Q1,2022-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2022,2,214.5,197085.7144355447,0.0679079956188388,0.1719390263891165,0.0486030407024571,0.1018385958069778,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,-0.6666666666666667,0.25,,,,,,,0.054965034965035,0.0326839329836203,2022Q2,2022-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2022,3,216.72,201483.5963171844,0.0103496503496502,0.1274581209031318,0.022314564473814,0.0980332609645138,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,-0.6666666666666667,0.25,,,,,0.0583702473237357,0.0357124445947716,2022Q3,2022-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2022,4,213.4,200970.0261422821,-0.0153193060169803,0.0878874388254487,-0.0025489428632881,0.0979864971972996,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0896438612933459,0.0552782158263853,2022Q4,2022-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2023,1,217.54,200515.22394742593,0.0194001874414244,0.0830429154635068,-0.0022630349589255,0.0668498939184609,2.0,-0.8333333333333334,0.5,0.5,2.0,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,-0.6666666666666667,0.25,-0.5,0.1666666666666666,0.074469063160798,0.0695174959228817,2023Q1,2023-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2023,2,226.29,203527.25071818495,0.0402224878183321,0.054965034965035,0.0150214368338874,0.0326839329836203,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,-0.8333333333333334,0.5,,,,,,,0.0833885721861329,0.077637874480863,2023Q2,2023-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2023,3,229.37,208679.06808741717,0.013610853329798,0.0583702473237357,0.0253126662451981,0.0357124445947716,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,-0.8333333333333334,0.5,,,,,0.0819200418537733,0.0676152251688533,2023Q3,2023-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2023,4,232.53,212079.29062200943,0.0137768670706717,0.0896438612933459,0.0162940277899261,0.0552782158263853,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0729368253558679,0.061248470064275,2023Q4,2023-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2024,1,233.74,214454.5402106668,0.0052036296391864,0.074469063160798,0.0111998186229826,0.0695174959228817,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,-0.8333333333333334,0.5,-0.6666666666666667,0.25,0.0785915975014974,0.0644901312442576,2024Q1,2024-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2024,2,245.16,219328.67386287855,0.0488577051424659,0.0833885721861329,0.0227280506508451,0.077637874480863,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0668950889215207,0.0497441038033761,2024Q2,2024-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2024,3,248.16,222788.95026417435,0.0122369065100342,0.0819200418537733,0.0157766713323546,0.0676152251688533,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,0.0585106382978724,0.0452847858751352,2024Q3,2024-09-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2024,4,249.49,225068.82270492427,0.00535944551902,0.0729368253558679,0.01023332817021,0.061248470064275,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,,,2024Q4,2024-12-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2025,1,252.11,228284.74165477965,0.0105014229027216,0.0785915975014974,0.0142886025314648,0.0644901312442576,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,-0.8333333333333334,0.5,,,2025Q1,2025-03-31 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2025,2,261.56,230238.9821825704,0.0374836380944825,0.0668950889215207,0.0085605394106718,0.0497441038033761,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,,,2025Q2,2025-06-30 23:59:59.999999999
17410,"Cleveland, OH","Cleveland, OH",2025,3,262.68,232877.9001722337,0.0042820003058572,0.0585106382978724,0.01146164721824,0.0452847858751352,,,,,,785.0,0.0164572445235182,0.0383631713554987,144.0,0.1019108280254777,125.5,,,,,,,,,,,2025Q3,2025-09-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1983,1,,,,,,,1.0,0.0,1.0,1.0,1.0,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,,,1983Q1,1983-03-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1986,1,,,,,,,1.0,0.0,1.0,1.0,1.0,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,,,1986Q1,1986-03-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1987,1,,,,,,,1.0,0.0,1.0,1.0,1.0,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,0.0,1.0,,,,,1987Q1,1987-03-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1991,1,,,,,,,1.0,0.0,1.0,1.0,1.0,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,,,1991Q1,1991-03-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1991,4,85.63,,,,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0447273151932734,,1991Q4,1991-12-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1992,1,88.74,,0.0363190470629453,,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,0.0,1.0,,,-0.0148749154834346,,1992Q1,1992-03-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1992,2,87.74,,-0.0112688753662384,,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0352176886254844,,1992Q2,1992-06-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1992,3,88.31,,0.0064964668338272,,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0253651908051182,,1992Q3,1992-09-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1992,4,89.46,,0.0130223077794133,0.0447273151932734,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0305164319248827,,1992Q4,1992-12-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1993,1,87.42,,-0.0228034875922199,-0.0148749154834346,,,2.0,1.0,0.5,0.5,2.0,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,0.0,1.0,0.0571951498512925,,1993Q1,1993-03-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1993,2,90.83,,0.0390070921985814,0.0352176886254844,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,1.0,0.5,,,,,,,0.0510844434658153,,1993Q2,1993-06-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1993,3,90.55,,-0.0030826819332819,0.0253651908051182,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,1.0,0.5,,,,,0.0418553285477636,,1993Q3,1993-09-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1993,4,92.19,,0.018111540585312,0.0305164319248827,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0584662110858009,,1993Q4,1993-12-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1994,1,92.42,,0.0024948475973534,0.0571951498512925,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,1.0,0.5,,,0.0820168794633195,,1994Q1,1994-03-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1994,2,95.47,,0.0330015148236311,0.0510844434658153,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.053734157326909,,1994Q2,1994-06-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1994,3,94.34,,-0.0118361789043678,0.0418553285477636,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.1108755564977739,,1994Q3,1994-09-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1994,4,97.58,,0.0343438626245493,0.0584662110858009,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0694814511170323,,1994Q4,1994-12-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1995,1,100.0,,0.0248001639680262,0.0820168794633195,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,1.0,0.5,0.0947,,1995Q1,1995-03-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1995,2,100.6,,0.006,0.053734157326909,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0842942345924453,,1995Q2,1995-06-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1995,3,104.8,,0.0417495029821073,0.1108755564977739,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0386450381679388,,1995Q3,1995-09-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1995,4,104.36,,-0.0041984732824427,0.0694814511170323,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0635300881563816,,1995Q4,1995-12-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1996,1,109.47,,0.048965120735914,0.0947,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0094089704941993,,1996Q1,1996-03-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1996,2,109.08,,-0.0035626198958619,0.0842942345924453,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0297029702970297,,1996Q2,1996-06-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1996,3,108.85,,-0.0021085441877521,0.0386450381679388,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0770785484611851,,1996Q3,1996-09-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1996,4,110.99,,0.0196600826825907,0.0635300881563816,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0402738985494188,,1996Q4,1996-12-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1997,1,110.5,,-0.0044148121452383,0.0094089704941993,,,1.0,0.0,1.0,1.0,1.0,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0811764705882351,,1997Q1,1997-03-31 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1997,2,112.32,,0.016470588235294,0.0297029702970297,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,0.0,1.0,,,,,,,0.0653490028490029,,1997Q2,1997-06-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1997,3,117.24,,0.0438034188034188,0.0770785484611851,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,0.0,1.0,,,,,0.0322415557830091,,1997Q3,1997-09-30 23:59:59.999999999
17420,"Cleveland, TN","Cleveland, TN",1997,4,115.46,,-0.0151825315591948,0.0402738985494188,,,,,,,,34.0,0.0415224913494809,0.088235294117647,28.0,0.088235294117647,125.5,,,,,,,,,0.0658236618742422,,1997Q4,1997-12-31 23:59:59.999999999
